time linear_x linear_y linear_z angular_x angular_y angular_z
1739424889205653050 0.2169979363679886 0.0 0.0 0.0 0.0 -0.7471621036529541
1739424889223052608 0.47926095128059387 0.0 0.0 0.0 0.0 -0.5463809370994568
1739424889238977630 0.47926095128059387 0.0 0.0 0.0 0.0 -0.5463809370994568
1739424889255651967 0.6207184791564941 0.0 0.0 0.0 0.0 -0.3069632351398468
1739424889272321952 0.7592061161994934 0.0 0.0 0.0 0.0 -0.06750232726335526
1739424889288998178 0.9006637334823608 0.0 0.0 0.0 0.0 0.0
1739424889305646788 0.9036337733268738 0.0 0.0 0.0 0.0 0.0
1739424889322326373 0.9802336692810059 0.0 0.0 0.0 0.0 0.0
1739424889338985127 0.9832037091255188 0.0 0.0 0.0 0.0 0.0
1739424889355642537 0.9832037091255188 0.0 0.0 0.0 0.0 0.0
1739424889372321130 1.0804557800292969 0.0 0.0 0.0 0.0 0.0
1739424889391058941 1.180678129196167 0.0 0.0 0.0 0.0 0.0
1739424889407121622 1.201261281967163 0.0 0.0 0.0 0.0 0.0
1739424889422316656 1.201261281967163 0.0 0.0 0.0 0.0 0.0
1739424889439009040 1.201261281967163 0.0 0.0 0.0 0.0 0.0
1739424889455644019 1.201261281967163 0.0 0.0 0.0 0.0 0.0
1739424889472332308 1.201261281967163 0.0 0.0 0.0 0.0 0.0
1739424889488986262 1.201261281967163 0.0 0.0 0.0 0.0 0.0
1739424889505657528 1.201261281967163 0.0 0.0 0.0 0.0 0.0
1739424889522315642 1.201261281967163 0.0 0.0 0.0 0.0 0.0
1739424889538980283 1.201261281967163 0.0 0.0 0.0 0.0 0.0
1739424889555653725 1.195390224456787 0.0 0.0 0.0 0.0 0.0
1739424889572326558 1.195390224456787 0.0 0.0 0.0 0.0 0.0
1739424889588992832 1.195390224456787 0.0 0.0 0.0 0.0 0.0
1739424889605673313 1.1777080297470093 0.0 0.0 0.0 0.0 0.0
1739424889622364290 1.1777080297470093 0.0 0.0 0.0 0.0 0.0
1739424889639110656 1.1600258350372314 0.0 0.0 0.0 0.0 0.0
1739424889655680742 1.1600258350372314 0.0 0.0 0.0 0.0 0.0
1739424889672317480 1.1600258350372314 0.0 0.0 0.0 0.0 0.0
1739424889689029512 1.1600258350372314 0.0 0.0 0.0 0.0 0.0
1739424889705651500 1.1600258350372314 0.0 0.0 0.0 0.0 0.0
1739424889722317069 1.1600258350372314 0.0 0.0 0.0 0.0 0.0
1739424889739070732 1.1600258350372314 0.0 0.0 0.0 0.0 0.0
1739424889755670224 1.1600258350372314 0.0 0.0 0.0 0.0 0.0
1739424889772360721 1.139373540878296 0.0 0.0 0.0 0.0 0.0
1739424889789305544 1.139373540878296 0.0 0.0 0.0 0.0 0.0
1739424889805674005 1.139373540878296 0.0 0.0 0.0 0.0 0.0
1739424889822336470 1.1187903881072998 0.0 0.0 0.0 0.0 0.0
1739424889838979897 1.1187903881072998 0.0 0.0 0.0 0.0 0.0
1739424889855645755 1.1187903881072998 0.0 0.0 0.0 0.0 0.0
1739424889872315452 1.1187903881072998 0.0 0.0 0.0 0.0 0.0
1739424889888991966 1.0981380939483643 0.0 0.0 0.0 0.0 0.0
1739424889905645056 1.0981380939483643 0.0 0.0 0.0 0.0 0.0
1739424889922280131 1.0981380939483643 0.0 0.0 0.0 0.0 0.0
1739424889938999298 1.0981380939483643 0.0 0.0 0.0 0.0 0.0
1739424889955646789 1.0981380939483643 0.0 0.0 0.0 0.0 0.0
1739424889972309126 1.0981380939483643 0.0 0.0 0.0 0.0 0.0
1739424889988971656 1.0981380939483643 0.0 0.0 0.0 0.0 0.0
1739424890005646986 1.0981380939483643 0.0 0.0 0.0 0.0 0.0
1739424890022688510 1.0981380939483643 0.0 0.0 0.0 0.0 0.0
1739424890038978959 1.0981380939483643 0.0 0.0 0.0 0.0 0.0
1739424890055648946 1.0981380939483643 0.0 0.0 0.0 0.0 0.0
1739424890072368018 1.1099491119384766 0.0 0.0 0.0 0.0 0.0
1739424890088996150 1.1099491119384766 0.0 0.0 0.0 0.0 -0.019627422094345093
1739424890105658169 1.1246614456176758 0.0 0.0 0.0 0.0 -0.11908981204032898
1739424890122928453 1.1246614456176758 0.0 0.0 0.0 0.0 -0.2700965404510498
1739424890138994367 1.1246614456176758 0.0 0.0 0.0 0.0 -0.3327353894710541
1739424890155656546 1.1128501892089844 0.0 0.0 0.0 0.0 -0.4451054334640503
1739424890172316325 1.062773585319519 0.0 0.0 0.0 0.0 -0.5206087827682495
1739424890188986695 1.062773585319519 0.0 0.0 0.0 0.0 -0.5721963047981262
1739424890205652874 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6347919702529907
1739424890222316333 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6716586947441101
1739424890239164008 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6845231652259827
1739424890255650098 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6974309086799622
1739424890272319989 1.0569026470184326 0.0 0.0 0.0 0.0 -0.7103384733200073
1739424890288979864 1.0569026470184326 0.0 0.0 0.0 0.0 -0.7232030034065247
1739424890305646714 1.0569026470184326 0.0 0.0 0.0 0.0 -0.7232030034065247
1739424890322316541 1.0569026470184326 0.0 0.0 0.0 0.0 -0.7232030034065247
1739424890338980672 1.0569026470184326 0.0 0.0 0.0 0.0 -0.7232030034065247
1739424890355646370 1.0569026470184326 0.0 0.0 0.0 0.0 -0.7232030034065247
1739424890372398786 1.0569026470184326 0.0 0.0 0.0 0.0 -0.7232030034065247
1739424890388977032 1.0569026470184326 0.0 0.0 0.0 0.0 -0.7232030034065247
1739424890405643499 1.0569026470184326 0.0 0.0 0.0 0.0 -0.7232030034065247
1739424890422443944 1.0569026470184326 0.0 0.0 0.0 0.0 -0.7232030034065247
1739424890438985008 1.0569026470184326 0.0 0.0 0.0 0.0 -0.7103384733200073
1739424890455651347 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6974309086799622
1739424890472319029 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6587510108947754
1739424890488999767 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6568947434425354
1739424890505642651 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6568947434425354
1739424890522309854 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6568947434425354
1739424890538972865 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6568947434425354
1739424890555643107 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6568947434425354
1739424890572306342 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6568947434425354
1739424890588973417 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6568947434425354
1739424890605645803 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6568947434425354
1739424890623196556 1.0569026470184326 0.0 0.0 0.0 0.0 -0.664276659488678
1739424890639190600 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6753280758857727
1739424890655660659 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6863794922828674
1739424890672319126 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6863794922828674
1739424890688992184 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6974309086799622
1739424890705655611 1.0569026470184326 0.0 0.0 0.0 0.0 -0.7103384733200073
1739424890722310142 1.0569026470184326 0.0 0.0 0.0 0.0 -0.7103384733200073
1739424890738975553 1.0569026470184326 0.0 0.0 0.0 0.0 -0.7103384733200073
1739424890755643780 1.0569026470184326 0.0 0.0 0.0 0.0 -0.7103384733200073
1739424890772317990 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6716586947441101
1739424890789212832 1.0569026470184326 0.0 0.0 0.0 0.0 -0.6090198159217834
1739424890805658763 1.0569026470184326 0.0 0.0 0.0 0.0 -0.5574322938919067
1739424890822333870 1.0569026470184326 0.0 0.0 0.0 0.0 -0.4321977496147156
1739424890838997104 1.0509625673294067 0.0 0.0 0.0 0.0 -0.3327353894710541
1739424890855662291 1.0509625673294067 0.0 0.0 0.0 0.0 -0.18168550729751587
1739424890872327190 1.0509625673294067 0.0 0.0 0.0 0.0 -0.043543290346860886
1739424890888990713 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424890905647772 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424890922319710 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424890938995521 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424890955649540 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424890972319206 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424890988982569 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891005642508 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891022316816 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891038976276 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891055845936 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891072324155 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891088944160 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891105667650 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891122315270 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891138981546 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891155654958 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891172312178 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891189224140 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891205648665 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891222720589 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891238978305 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891257509757 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891272323080 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891288995659 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891305649392 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891322317331 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891338981335 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891355664154 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891372324574 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891388987362 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891405660646 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891422656253 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891438977966 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891455649234 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891472319797 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891488981849 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891505657757 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891522315777 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891538975365 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891555645448 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891572316108 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891588982768 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891605654227 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891622480657 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891638986555 1.0509625673294067 0.0 0.0 0.0 0.0 0.0
1739424891655669310 1.036250352859497 0.0 0.0 0.0 0.0 0.0
1739424891672367201 1.036250352859497 0.0 0.0 0.0 0.0 0.0
1739424891689287867 1.036250352859497 0.0 0.0 0.0 0.0 0.0
1739424891705731047 1.036250352859497 0.0 0.0 0.0 0.0 0.0
1739424891722334093 1.036250352859497 0.0 0.0 0.0 0.0 0.0
1739424891738986321 1.036250352859497 0.0 0.0 0.0 0.0 0.0
1739424891755656885 1.036250352859497 0.0 0.0 0.0 0.0 0.0
1739424891772341528 1.036250352859497 0.0 0.0 0.0 0.0 0.0
1739424891789009308 1.030379295349121 0.0 0.0 0.0 0.0 0.0
1739424891805662272 1.030379295349121 0.0 0.0 0.0 0.0 0.0
1739424891823343965 1.0332802534103394 0.0 0.0 0.0 0.0 0.0
1739424891839003367 1.0332802534103394 0.0 0.0 0.0 0.0 0.0
1739424891855781767 1.0332802534103394 0.0 0.0 0.0 0.0 0.0
1739424891872315888 1.0332802534103394 0.0 0.0 0.0 0.0 0.0
1739424891889106479 1.0332802534103394 0.0 0.0 0.0 0.0 0.0
1739424891905645783 1.0332802534103394 0.0 0.0 0.0 0.0 0.0
1739424891922315259 1.0332802534103394 0.0 0.0 0.0 0.0 0.0
1739424891938996094 1.0332802534103394 0.0 0.0 0.0 0.0 0.0
1739424891955661922 1.0332802534103394 0.0 0.0 0.0 0.0 0.0
1739424891972320166 1.0332802534103394 0.0 0.0 0.0 0.0 0.0
1739424891989676336 1.048061490058899 0.0 0.0 0.0 0.0 0.0
1739424892005647470 1.048061490058899 0.0 0.0 0.0 0.0 0.0
1739424892022332594 1.062773585319519 0.0 0.0 0.0 0.0 0.0
1739424892038982743 1.062773585319519 0.0 0.0 0.0 0.0 0.0
1739424892055658300 1.0804557800292969 0.0 0.0 0.0 0.0 0.0
1739424892072359263 1.1011080741882324 0.0 0.0 0.0 0.0 0.0
1739424892088998725 1.1216912269592285 0.0 0.0 0.0 0.0 0.0
1739424892105654826 1.1216912269592285 0.0 0.0 0.0 0.0 0.0
1739424892122330543 1.1423436403274536 0.0 0.0 0.0 0.0 0.0
1739424892138985620 1.1423436403274536 0.0 0.0 0.0 0.0 0.0
1739424892155646329 1.1423436403274536 0.0 0.0 0.0 0.0 0.0
1739424892172325086 1.1423436403274536 0.0 0.0 0.0 0.0 0.0
1739424892188977027 1.1423436403274536 0.0 0.0 0.0 0.0 0.0
1739424892207988014 1.1423436403274536 0.0 0.0 0.0 0.0 0.0
1739424892225813223 1.1423436403274536 0.0 0.0 0.0 0.0 0.0
1739424892238980657 1.1423436403274536 0.0 0.0 0.0 0.0 0.0
1739424892255789425 1.1423436403274536 0.0 0.0 0.0 0.0 0.0
1739424892272319451 1.1423436403274536 0.0 0.0 0.0 0.0 0.0
1739424892288985664 1.1423436403274536 0.0 0.0 0.0 0.0 0.0
1739424892305655748 1.1423436403274536 0.0 0.0 0.0 0.0 0.0
1739424892322316617 1.1423436403274536 0.0 0.0 0.0 0.0 0.0
1739424892338986574 1.1423436403274536 0.0 0.0 0.0 0.0 0.0
1739424892356045508 1.1423436403274536 0.0 0.0 0.0 0.0 0.0
1739424892372315576 1.1423436403274536 0.0 0.0 0.0 0.0 0.0
1739424892389009979 1.1600258350372314 0.0 0.0 0.0 0.0 0.0
1739424892405696928 1.1600258350372314 0.0 0.0 0.0 0.0 0.0
1739424892422539038 1.180678129196167 0.0 0.0 0.0 0.0 0.0
1739424892439420858 1.201261281967163 0.0 0.0 0.0 0.0 0.0
1739424892457689922 1.2219135761260986 0.0 0.0 0.0 0.0 0.0
1739424892472319668 1.2219135761260986 0.0 0.0 0.0 0.0 0.0
1739424892488991577 1.2425657510757446 0.0 0.0 0.0 0.0 0.0
1739424892505644318 1.2425657510757446 0.0 0.0 0.0 0.0 0.0
1739424892522368769 1.2425657510757446 0.0 0.0 0.0 0.0 0.0
1739424892538997767 1.2602479457855225 0.0 0.0 0.0 0.0 0.0
1739424892555663468 1.2602479457855225 0.0 0.0 0.0 0.0 0.0
1739424892572341329 1.2602479457855225 0.0 0.0 0.0 0.0 0.0
1739424892589008181 1.2602479457855225 0.0 0.0 0.0 0.0 0.0
1739424892605690810 1.2602479457855225 0.0 0.0 0.0 0.0 0.0
1739424892622324896 1.2602479457855225 0.0 0.0 0.0 0.0 0.0
1739424892639015044 1.2602479457855225 0.0 0.0 0.0 0.0 0.0
1739424892655655113 1.2602479457855225 0.0 0.0 0.0 0.0 0.0
1739424892672339149 1.2602479457855225 0.0 0.0 0.0 0.0 0.0
1739424892688996435 1.2602479457855225 0.0 0.0 0.0 0.0 0.0
1739424892705665879 1.2602479457855225 0.0 0.0 0.0 0.0 0.0
1739424892722329244 1.2602479457855225 0.0 0.0 0.0 0.0 0.0
1739424892738984642 1.2602479457855225 0.0 0.0 0.0 0.0 0.0
1739424892757641115 1.2602479457855225 0.0 0.0 0.0 0.0 0.0
1739424892772406184 1.2543079853057861 0.0 0.0 0.0 0.0 0.0
1739424892788974448 1.2543079853057861 0.0 0.0 0.0 0.0 0.0
1739424892805649301 1.2543079853057861 0.0 0.0 0.0 0.0 0.0
1739424892822317658 1.2543079853057861 0.0 0.0 0.0 0.0 0.0
1739424892839467948 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424892855658307 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424892872326440 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424892888988941 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424892905671025 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424892922349653 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424892938991675 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424892955673151 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424892972332772 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424892988989674 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893005663598 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893022336468 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893038979547 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893057477275 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893072329222 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893090049987 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893108380490 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893122345591 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893139276402 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893155691522 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893172431365 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893188975055 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893205649909 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893222329146 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893238993184 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893255726756 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893272319180 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893291839718 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893305671319 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893322318110 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893338983396 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893355670217 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893372321519 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893388975158 1.2366257905960083 0.0 0.0 0.0 0.0 0.0
1739424893407743308 1.218943476676941 0.0 0.0 0.0 0.0 0.0
1739424893422310721 1.218943476676941 0.0 0.0 0.0 0.0 0.0
1739424893438985479 1.218943476676941 0.0 0.0 0.0 0.0 0.0
1739424893455724138 1.218943476676941 0.0 0.0 0.0 0.0 0.0
1739424893472326130 1.218943476676941 0.0 0.0 0.0 0.0 0.0
1739424893488976185 1.218943476676941 0.0 0.0 0.0 0.0 0.0
1739424893505657918 1.218943476676941 0.0 0.0 0.0 0.0 0.0
1739424893522319044 1.1983603239059448 0.0 0.0 0.0 0.0 0.0
1739424893538973355 1.1983603239059448 0.0 0.0 0.0 0.0 0.0
1739424893555643600 1.1983603239059448 0.0 0.0 0.0 0.0 0.0
1739424893575184809 1.1983603239059448 0.0 0.0 0.0 0.0 0.0
1739424893589016091 1.180678129196167 0.0 0.0 0.0 0.0 0.0
1739424893605652642 1.1600258350372314 0.0 0.0 0.0 0.0 0.0
1739424893622329543 1.1600258350372314 0.0 0.0 0.0 0.0 0.0
1739424893639007501 1.139373540878296 0.0 0.0 0.0 0.0 0.0
1739424893655651955 1.139373540878296 0.0 0.0 0.0 0.0 0.0
1739424893672325625 1.1187903881072998 0.0 0.0 0.0 0.0 0.0
1739424893688979935 1.1187903881072998 0.0 0.0 0.0 0.0 0.0
1739424893705643557 1.1187903881072998 0.0 0.0 0.0 0.0 0.0
1739424893722311435 1.1187903881072998 0.0 0.0 0.0 0.0 0.0
1739424893738983633 1.1187903881072998 0.0 0.0 0.0 0.0 0.0
1739424893755761650 1.1187903881072998 0.0 0.0 0.0 0.0 0.0
1739424893772305661 1.1187903881072998 0.0 0.0 0.0 0.0 0.0
1739424893788974755 1.1187903881072998 0.0 0.0 0.0 0.0 0.0
1739424893805641928 1.1187903881072998 0.0 0.0 0.0 0.0 0.0
1739424893823562207 1.0981380939483643 0.0 0.0 0.0 0.0 0.0
1739424893838991508 1.0981380939483643 0.0 0.0 0.0 0.0 0.0
1739424893855650074 1.0981380939483643 0.0 0.0 0.0 0.0 0.0
1739424893872308480 1.0981380939483643 0.0 0.0 0.0 0.0 0.0
1739424893888975046 1.0981380939483643 0.0 0.0 0.0 0.0 0.0
1739424893905663435 1.0804557800292969 0.0 0.0 0.0 0.0 0.0
1739424893924307941 1.0598036050796509 0.0 0.0 0.0 0.0 0.0
1739424893938995511 1.0008858442306519 0.0 0.0 0.0 0.0 0.0
1739424893955782040 0.9950149059295654 0.0 0.0 0.0 0.0 0.0
1739424893972318499 0.9773327112197876 0.0 0.0 0.0 0.0 0.0
1739424893988987176 0.9213159680366516 0.0 0.0 0.0 0.0 0.0
1739424894005654190 0.9213159680366516 0.0 0.0 0.0 0.0 0.0416870042681694
1739424894023558310 0.9213159680366516 0.0 0.0 0.0 0.0 0.11719035357236862
1739424894039567174 0.9213159680366516 0.0 0.0 0.0 0.0 0.17982922494411469
1739424894055661827 0.9213159680366516 0.0 0.0 0.0 0.0 0.2166527807712555
1739424894072318346 0.9213159680366516 0.0 0.0 0.0 0.0 0.2921561300754547
1739424894088989457 0.9213159680366516 0.0 0.0 0.0 0.0 0.30506378412246704
1739424894105652312 0.9213159680366516 0.0 0.0 0.0 0.0 0.30506378412246704
